,,Min Makespan,Min Makespan,Max Makespan,Max Makespan,Avg Makespan,Avg Makespan,Min Mean Flow Time,Min Mean Flow Time,Max Mean Flow Time,Max Mean Flow Time,Avg Mean Flow Time,Avg Mean Flow Time,Spread,Spread,N Fronts,N Fronts,N Non-dominated solutions,N Non-dominated solutions
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Problem,Candidate,,,,,,,,,,,,,,,,,,
ft20,classical,1328.0,17.6810828190802,1377.7333333333333,42.650895073546934,1351.607777777778,25.00653927247227,932.8366666666666,19.726806255891262,1377.7333333333333,42.650895073546934,954.3861388888889,23.59523985766563,inf,,23.8,3.726882768804754,3.2333333333333334,1.5905612397739561
ft20,quantum_position_encoding,1269.4666666666667,8.381972993536058,1352.2666666666667,50.826909335938154,1302.7445502645503,15.845393282564299,874.2466666666667,13.077639071260545,1352.2666666666667,50.826909335938154,903.2706977513227,13.241958715675205,1.0141941865295752,0.5305284273949386,27.633333333333333,3.221515314186822,5.033333333333333,2.025413254270524
